"id","type","title","author","editor","year","month","journal","booktitle","series","howpublished","volume","number","pages","chapter","edition","publisher","organization","institution","school","address","type_of_work","note","isbn","issn","doi","url","attachments","keywords","abstract","type_name","journal_abbreviation","pmid","info_url"
"53309","article","Monitoring noise levels and delphinid presence through autonomous acoustic in Rio de Janeiro coastal area","Bittencourt, Lis; Sousa, André; Bisi, Tatiana; Lailson-Brito, José; Azevedo, Alexandre d.","","2018","","The Journal of the Acoustical Society of America","","","","144","3","1885 - 1885","","","","","","","","","","","0001-4966","10.1121/1.5068264","http://asa.scitation.org/doi/10.1121/1.5068264","","","<p>In order to investigate the soundscape in a Rio de Janeiro coast site, passive acoustic monitoring was conducted during two non-consecutive weeks in the summer of 2015/2016 by deploying one SM2M&thinsp;+ device. The equipment recorded at a 66% duty cycle with sample rate of 96 kHz and 36 dB gain. Third octave levels (TOLs) were calculated for all recordings through PAMGuide software. To search for delphinid presence, a band limited energy detector was employed using Raven 1.5 in a 512 Hann window, 50% overlap. TOLs varied across frequencies and day hours. Light hours were noisier than dark hours in 25 frequency bands (MW, p&lt;0.01), with highest mean level being measured at 794 Hz at 06am (105.4 &plusmn; 5.4 dB re 1&mu;Pa), and lowest mean level measured at 39.8 kHz at 01am (80.3 &plusmn; 3.7 dB re 1&mu;Pa). A total of 281 delphinid sound emissions were detected in nine occasions, seven during week 1 and two during week 2. Seven detection events occurred during dark hours. Although more than one species of delphinid is known to occur in Rio de Janeiro coast, these results indicate a frequent nocturnal use of the area, which was only possible to observe through autonomous monitoring.</p>
","Journal Article","The Journal of the Acoustical Society of America","","https://bio.acousti.ca/node/53309"
"53310","article","Towards the topology of autoencoder of calls versus clicks of marine mammal","Roger, Vincent; Ferrari, Maxence; Marxer, Ricard; Chamroukhi, Faicel; Glotin, Hervé","","2018","","The Journal of the Acoustical Society of America","","","","144","3","1777 - 1778","","","","","","","","","","","0001-4966","10.1121/1.5067859","http://asa.scitation.org/doi/10.1121/1.5067859","","","<p>The goal is to learn the features and the representation adapted for cetacean sound dynamics without any priors. Thus, we develop data driven model to generate voicing and click of cetaceans audio signals. We learn representation and features of stationary or nonstationary emission using neural network from raw audio. We use different types of convolutions (causal, with strides, with dilation [1]), or gradient inversion [2]. Experiments are conducted on various kind of calls of humpback whales from nips4b challenge [3] or Orca whale. We compare the topology for transient encoding on Physeters and Inia g. For each model, we detail the resulting filters and discuss on the topology. We acknowledge Region PACA and NortekMED for Roger&rsquo;s Phd grant, &amp; DGA and R&eacute;gion Haut de France for Ferrari&rsquo;s Phd grant. [1] Oord, Dieleman, Zen, Simonyan, Vinyals, Graves et al. Wavenet : A generative model for raw audio, arXiv:1609.03499, 2016 [2] Balestriero, Roger, Glotin, Baraniuk, Semi-Supervised Learning via New Deep Network Inversion, arXiv:1711.04313, 2017 [3] Glotin, LeCun, Mallat et al. Proc. 1st wkp on Neural Information Processing for Bioacoustics NIPS4B, joint to NIPS Alberta USA, 2013 http://sabiod.org/nips4b/challenge2.html, http://sabiod.org/NIPS4B2013_book.pdf</p>
","Journal Article","The Journal of the Acoustical Society of America","","https://bio.acousti.ca/node/53310"
"53311","article","The micromechanics and bioacoustic behaviour of <i>Bunaea alcinoe</I> moth scales","Shen, Zhiyuan; Neil, Thomas R.; Daniel Robert; Drinkwater, Bruce W.","","2018","","The Journal of the Acoustical Society of America","","","","144","3","1775 - 1775","","","","","","","","","","","0001-4966","10.1121/1.5067852","http://asa.scitation.org/doi/10.1121/1.5067852","","","<p>Through the 65 million year acoustic arms race between moths and bats, different moth species have evolved different defence strategies against bat echolocation. For non-toxic moth species without hearing capability, passive acoustic camouflage is thought to be the most efficient way to evade bat predation. Being the elementary building blocks covering moth wing surfaces, scales have been hypothesized as the main organ creating such acoustic camouflage. There is, however, no understanding for the relation between scale microstructure and wing acoustic performance. This report represents the first effort to numerically and experimentally characterize moth scale biomechanics and vibrational behaviour. 3D microstructures of Bunaea alcinoe moth scales have been characterized using various microscopies. A parameterized finite element model has been built to replicate the double-layered perforated scale bio-nanomaterial. Both experimental and numerical analyses have proved that the first three resonance frequencies of a single scale lie within the bat echolocation frequency range. Here, we propose numerical models that explain how the resonances can contribute to the acoustic performance of wings. This study contributes to the on-going discussion of the evolution of ultrasonic camouflage in moths. We aim to use our findings to generate biomimetic light-weight noise mitigation materials.</p>
","Journal Article","The Journal of the Acoustical Society of America","","https://bio.acousti.ca/node/53311"
"53312","article","Joint observatories following a single male Cachalot during 12 weeks —The Yukusam story","Spong, Paul; Symonds, Helena; Glotin, Hervé; Towers, Jared; Lisa Larsson; Dakin, Thomas; Veirs, Scott; Zwamborn, Elizabeth; James Pilkinton; Giraudet, Pascale; Veirs, Val; Wood, Jason; Ford, John","","2018","","The Journal of the Acoustical Society of America","","","","144","3","1958 - 1958","","","","","","","","","","","0001-4966","10.1121/1.5068557","http://asa.scitation.org/doi/10.1121/1.5068557","","","<p>From 11 February to 31 March 2018, a lone male sperm whale visited coastal waters from the northeast to southern ends of Vancouver Island. This whale, named &quot;Yukusam&quot; after the Namgis First Nation word for Hanson Island, near where the whale was first observed and recorded, is the first sperm whale recorded acoustically in the area since 1984 and is the only sperm whale ever observed in coastal waters between Vancouver Island and continental North America. The Yukusam tracking story is a showcase for the potential of acoustic observatory collaborations. Tracking a single animal over such time and distance is remarkable. It obviously helped that Yukusam was the only sperm whale in the area, but still, the experience hints at the potential for using diverse independent observatories collaboratively. We then aim to see all the observatories running automated detection classification and location software and having all the data tied in to a public database for a total of almost 500 Gb of recordings, with labels. Supplemental material @ http://sabiod.org/yukusam</p>
","Journal Article","The Journal of the Acoustical Society of America","","https://bio.acousti.ca/node/53312"
"53313","article","Discovery of sound in the sea: Webinars as a means of communicating current underwater acoustics research to decision makers","Vigness-Raposa, Kathleen J.; Scowcroft, Gail; Knowlton, Christopher; Morin, Holly; Ketten, Darlene R.; Popper, Arthur N.","","2018","","The Journal of the Acoustical Society of America","","","","144","3","1664 - 1664","","","","","","","","","","","0001-4966","10.1121/1.5067419","http://asa.scitation.org/doi/10.1121/1.5067419","","","<p>Underwater sound used for anthropogenic activities is reviewed and restricted under a variety of environmental regulations. Decision makers must often synthesize rapidly new scientific research results to inform their assessments of potential impacts of proposed projects. To assist this need, the University of Rhode Island Graduate School of Oceanography has teamed with Marine Acoustics, Inc., in the Discovery of Sound in the Sea (DOSITS) project to provide accurate scientific information on underwater sound through a diversity of resources and digital platforms, including webinars. Building on the foundation of the successful 2015-2016 DOSITS webinar series and informed by the results of three international regulatory community needs assessments, the DOSITS project is hosting throughout 2018 a four-part webinar series on the fundamentals of underwater hearing and potential impacts of underwater sound on marine animals, particularly marine mammals (April&ndash;May) and fishes (November). Evaluation results from the first two webinars on marine mammals showed that 90% of survey respondents were very satisfied or satisfied with the content coverage, and 97% were extremely or very likely to attend future DOSITS webinars. The webinar approach has provided much needed on-the-job training for decision makers to effectively incorporate new scientific research into their evaluation processes.</p>
","Journal Article","The Journal of the Acoustical Society of America","","https://bio.acousti.ca/node/53313"
"53314","article","Automatic detection of fish sounds based on multi-stage classification including logistic regression via adaptive feature weighting","Harakawa, Ryosuke; Ogawa, Takahiro; Haseyama, Miki; Akamatsu, Tomonari","","2018","","The Journal of the Acoustical Society of America","","","","144","5","2709 - 2718","","","","","","","","","","","0001-4966","10.1121/1.5067373","http://asa.scitation.org/doi/10.1121/1.5067373","","","<p>This paper presents a method for automatic detection of fish sounds in an underwater environment. There exist two difficulties: (i) features and classifiers that provide good detection results differ depending on the underwater environment and (ii) there are cases where a large amount of training data that is necessary for supervised machine learning cannot be prepared. A method presented in this paper (the proposed hybrid method) overcomes these difficulties as follows. First, novel logistic regression (NLR) is derived via adaptive feature weighting by focusing on the accuracy of classification results by multiple classifiers, support vector machine (SVM), and k-nearest neighbors (k-NN). Although there are cases where SVM or k-NN cannot work well due to divergence of useful features, NLR can produce complementary results. Second, the proposed hybrid method performs multi-stage classification with consideration of the accuracy of SVM, k-NN, and NLR. The multi-stage acquisition of reliable results works adaptively according to the underwater environment to reduce performance degradation due to diversity of useful classifiers even if abundant training data cannot be prepared. Experiments on underwater recordings including sounds of Sciaenidae such as silver croakers (Pennahia argentata) and blue drums (Nibea mitsukurii) show the effectiveness of the proposed hybrid method.</p>
","Journal Article","The Journal of the Acoustical Society of America","","https://bio.acousti.ca/node/53314"
"53315","article","Relationship between cetacean presence, their prey, and oceanographic conditions at an offshore pelagic environment","Baumann-Pickering, Simone; Trickey, Jennifer S.; Rice, Ally; Širović, Ana; Renfree, Josiah; Demer, David A.","","2018","","The Journal of the Acoustical Society of America","","","","144","3","1921 - 1921","","","","","","","","","","","0001-4966","10.1121/1.5068413","http://asa.scitation.org/doi/10.1121/1.5068413","","","<p>Large mobile predators take advantage of offshore pelagic environments that tend to be surveyed at a low temporal scale. We present results from a one-year observation of passive and active acoustics, as well as oceanographic measures, taken at a moored location 150 nmi offshore southern California in 4000 m deep pelagic waters. The passive acoustic data shows presence of delphinids and baleen, sperm, and beaked whales throughout the recording period with species-specific seasonal occurrence. Variability in small pelagics, krill, and diel vertical migrators is evident from the active acoustic data. Multiple upwelling events and associated changes in dissolved oxygen at 500 m water depth, as well as in surface waters, were also recorded over the year. We will present results on the relationships among oceanographic variability, presence of pelagic species, and top predator presence. This study will provide valuable information on ecosystem processes in meso- and epipelagic waters on a relatively small spatial scale but very fine temporal scale.</p>
","Journal Article","The Journal of the Acoustical Society of America","","https://bio.acousti.ca/node/53315"
"53316","article","Deep learning for ethoacoustical mapping: Application to a single Cachalot long term recording on joint observatories in Vancouver Island","Glotin, Hervé; Spong, Paul; Symonds, Helena; Roger, Vincent; Balestriero, Randall; Ferrari, Maxence; Poupard, Marion; Towers, Jared; Veirs, Scott; Marxer, Ricard; Giraudet, Pascale; James Pilkinton; Veirs, Val; Wood, Jason; Ford, John; Dakin, Thomas","","2018","","The Journal of the Acoustical Society of America","","","","144","3","1776 - 1777","","","","","","","","","","","0001-4966","10.1121/1.5067855","http://asa.scitation.org/doi/10.1121/1.5067855","","","<p>During February and March, 2018, a lone sperm whale known as Yukusam was recorded first by Orcalab in Johnstone Strait and subsequently on multiple hydrophones within the Salish Sea [1]. We learn and denoise these multichannel clicks trains with AutoEncoders Convolutional Neural Net (CNN). Then, we build a map of the echolocations to elucidate variations in the acoustic behavior of this unique animal over time, in different environments and distinct levels of boat noise. If CNN approximates an optimal kernel decomposition, it requires large amounts of data. Via spline functionals we offer analytics kernels with learnable coefficients do reduce it. We [1-3] identify the analytical mother wavelet to represent the input signal to directly learn the wavelet support from scratch by gradient descend on the parameters of cubic splines [2]. Supplemental material http://sabiod.org/yukusam [1] Balestriero, Roger, Glotin, Baraniuk, Semi-Supervised Learning via New Deep Network Inversion, arXiv preprint arXiv:1711.04313, 2017 [2] Balestriero, Cosentino, Glotin, Baraniuk, WaveletNet : Spline Filters for End-to-End Deep Learning, Int. Conf. on MachineLearning, ICML, Stockholm, http://sabiod.org/bib, 2018 [3] Spong P., Symonds H., et al., Joint Observatories Following a Single male Cachalot during 12 weeks&mdash;The Yukusam story, ASA 2018.</p>
","Journal Article","The Journal of the Acoustical Society of America","","https://bio.acousti.ca/node/53316"
"53317","article","Forward masking recovery in bottlenose dolphins ( <i>Tursiops truncatus</i>): Auditory brainstem responses to paired-click stimuli in high-pass masking noise","Mulsow, Jason; Coffinger, Sean P.; Finneran, James J.; Burkard, Robert F.","","2018","","The Journal of the Acoustical Society of America","","","","144","3","1740 - 1740","","","","","","","","","","","0001-4966","10.1121/1.5067718","http://asa.scitation.org/doi/10.1121/1.5067718","","","<p>Adaptation is a fundamental process in the auditory system and underlies the automatic gain control system of echolocating bottlenose dolphins. As pulse-echo delay increases, auditory brainstem response (ABR) amplitudes to the echoes progressively increase. This study examined adaptation across cochlear frequency regions using a paired-click (i.e., forward masking) paradigm and high-pass masking noise. Bottlenose dolphins passively listened to paired click stimuli (20&ndash;160 kHz &ldquo;pink&rdquo; spectra). A &ldquo;conditioning&rdquo; click was followed by a &ldquo;probe&rdquo; click with equal amplitude and a time delay ranging from 125 to 750 &mu;s. ABRs to click pairs were obtained with and without high-pass masking noise that precluded the basal turn of the cochlea from responding to the click stimuli. The ABR evoked by a single click (temporally aligned with the first click of the paired-click condition) was subtracted from the click-pair ABR to visualize the response evoked by the probe click. Probe ABR amplitudes recovered linearly with increasing delay relative to the conditioning click, and were approximately 70% of full response amplitude at 750-&mu;s delay. Paired-click interval ABR amplitude recovery functions were similar for the unmasked and high-pass masked conditions. [Work sponsored by ONR.]</p>
","Journal Article","The Journal of the Acoustical Society of America","","https://bio.acousti.ca/node/53317"
"53318","article","Impact of stimulus bandwidth on the estimate of the upper-frequency limit of hearing in toothed whales","Houser, Dorian S.; Coffinger, Sean P.; Mulsow, Jason; Finneran, James J.; Burkard, Robert F.","","2018","","The Journal of the Acoustical Society of America","","","","144","3","1740 - 1740","","","","","","","","","","","0001-4966","10.1121/1.5067717","http://asa.scitation.org/doi/10.1121/1.5067717","","","<p>No consensus on the stimuli used in toothed whale hearing tests using evoked potential methods currently exists. However, stimulus bandwidth should directly affect determination of the upper-frequency limit (UFL) of hearing because of the steep reduction in hearing sensitivity at frequencies immediately below the UFL&mdash;the broader the stimulus bandwidth, the greater the amount of spectral &ldquo;splatter&rdquo; into lower frequencies where hearing is more sensitive. To test this hypothesis, variability in auditory evoked potential thresholds to tone-pips (with variable bandwidth) and amplitude-modulated tones was determined in dolphins near their UFL of hearing and &frac12; to 1 octave below where hearing is more sensitive. Subjects included both normal and hearing-impaired dolphins. At frequencies where hearing was sensitive and the audiogram was relatively flat, negligible changes in the hearing threshold with changing stimulus bandwidth were observed. Conversely, thresholds near the UFL of hearing declined with increasing stimulus bandwidth, regardless of whether dolphins had normal hearing or hearing impairment, and resulted in broadened hearing bandwidth estimates. Thus, it is recommended that stimulus bandwidth be reported in hearing tests where the UFL is tested since stimulus bandwidth affects thresholds through spectral splatter into lower frequency bands where hearing is more sensitive.</p>
","Journal Article","The Journal of the Acoustical Society of America","","https://bio.acousti.ca/node/53318"
"53319","article","Bioacoustics and morphology of a new bush-cricket species of the genus Isophya (Orthoptera: Phaneropterinae) from Turkey","Hasan Sevgīlī","","2018","","Zootaxa","","","","4514","4","451","","","","","","","","","","","1175-5326","10.11646/zootaxa.4514.410.11646/zootaxa.4514.4.1","https://biotaxa.org/Zootaxa/issue/view/zootaxa.4514.4","https://bio.acousti.ca/sites/default/files/42196-145105-1-PB.pdf","bioacoustics; Isophya horon sp. n.; Karadeniz; new species; Orthoptera; Phaneropterinae; sperm number; spermatophore; Turkey","<p>A new interesting species of the genus Isophya, I. horon sp. n., is described from Northeastern part of Turkey. The new species can clearly be distinguished from the closely related species by the calling song of male, and morphology. Morphologically, the shapes of the pronotum, tegmina, male cerci and ovipositor are distrinctive. The morphology, song structure and distribution clearly indicate that this new species is a member of the I. zernovi species-group. Additionally, some preliminary data on the male calling songs of closely related species (I. zernovi, I. karadenizensis and I. autumnalis) are also given. In addition, the preliminary data related to spermatophore characteristics (spermatophylax and ampulla weights) and sperm number of the new species are provided.</p>
","Journal Article","Zootaxa","","https://bio.acousti.ca/node/53319"
"53321","article","Investigation on acoustic reception pathways in finless porpoise ( <i>Neophocaena asiaorientalis sunameri</i>               ) with insight into an alternative pathway","Song, Zhongchang; Zhang, Yu; Wang, Xianyan; Smith, Adam B; Xu, Xiaohui","","2019","","Bioinspiration & Biomimetics","","","","14","1","016004","","","","","","","","","","","","10.1088/1748-3190/aaeb01","http://stacks.iop.org/1748-3190/14/i=1/a=016004?key=crossref.cd9487fd925bb5ecdc5f0eb7a9bbb813","https://bio.acousti.ca/sites/default/files/Song_2019_Bioinspir._Biomim._14_016004.pdf","","<p>Sound transmission and reception are both vital components to odontocete echolocation and daily life. Here, we combine computed tomography (CT) scanning and finite element modeling to investigate the acoustic propagation of finless porpoise (Neophocaena asiaorientalis sunameri) echolocation pulses. The CT scanning and finite element method wave propagation model results support the well-accepted jaw-hearing pathway hypothesis and suggest an additional alternative auditory pathway composed of structures, mandible (lower jaw) and internal mandibular fat, with different acoustic impedances, which may also conduct sounds to the ear complexes. The internal mandibular fat is attached to the ear complex and encased by the mandibles laterally and anteriorly. The simulations show signals in this pathway initially propagate along the solid mandibles and are transmitted to the acoustically coupled soft tissue of the internal mandibular fat which conducts the stimuli posteriorly as it eventually arrives at ear complexes. While supporting traditional theories, this new bone-tissue conduction pathway might be meaningful to understand the hearing and sound reception processes in a wide variety of odontocetes species.</p>
","Journal Article","Bioinspir. Biomim.","","https://bio.acousti.ca/node/53321"
"53322","article","How Can We Understand Freshwater Soundscapes Without Fish Sound Descriptions?","Bolgan, Marta; Juanes, Francis","","2018","","Fisheries","","","","","","","","","","","","","","","","","","10.1002/fsh.10190","http://doi.wiley.com/10.1002/fsh.10190","https://bio.acousti.ca/sites/default/files/10.1002%40fsh.10190.pdf","","<p>The ecological importance of the freshwater soundscape is just beginning to be recognized by society. Scientists are beginning to apply Passive Acoustic Monitoring (PAM) methods that are well established in marine systems to freshwater systems to map spatial and temporal patterns of behaviors associated with fish sounds as well as noise impacts on them. Unfortunately, these efforts are greatly hampered by a critical lack of data on the sources of sounds that make up the soundscape of freshwater habitats. A review of the literature finds that only 87 species have been reported to produce sounds in North America and Europe over the last 200 years, accounting for 5% of the known freshwater fish diversity. The problem is exacerbated by the general failure of researchers to report the detailed statistical descriptions of fish sound characteristics that are necessary to develop PAM programs. We suggest that publishers and editors should do more to encourage reporting of statistical properties of fish sounds. In addition, we call for research, academic, and government agencies to develop regional libraries of fish sounds to aid in PAM and anthropogenic noise impact studies.</p>
","Journal Article","Fisheries","","https://bio.acousti.ca/node/53322"
"53323","article","Acoustic monitoring reveals the times and tides of harbor porpoise <i>(Phocoena phocoena)</i> distribution off central Oregon, U.S.A.","Holdman, Amanda K.; Haxel, Joseph H.; Klinck, Holger; Torres, Leigh G.","","2018","","Marine Mammal Science","","","","","","","","","","","","","","","","","","10.1111/mms.12537","http://doi.wiley.com/10.1111/mms.12537","https://bio.acousti.ca/sites/default/files/mms.12537.pdf","distribution; foraging behavior; habitat use; harbor porpoise; Oregon; passive acoustics; Phocoena phocoena; temporal patterns","<p>Harbor porpoises (Phocoena phocoena) are commonly observed in Oregon&rsquo;s nearshore marine environment yet knowledge of their eco- system use and behavior remains limited, generating concerns for potential impacts on this species from future coastal development. Pas- sive acoustic monitoring was used to investigate spatial and temporal variations in the presence and foraging activity of harbor porpoises off the Oregon coast from May through October 2014. Digital monitoring devices (DMONs) were deployed to record acoustic data (320 kHz sam- ple rate) in two neighboring but bathymetrically different locations off the Oregon coast: (1) a site on the 30 m isobath in close proximity (&lt;50 m) to a rocky reef, and (2) a site on the 60 m isobath in an open sandy environment. Data were analyzed with respect to two dynamic cyclic variables: diel and tidal phase. Porpoise presence at the rocky reef site was aligned with the ebb phase of the tidal forcing, while, har- bor porpoise presence and foraging at the offshore, sandy bottom site was associated with night-time foraging. The spatial and temporal pat- terns identified in this study suggest harbor porpoise habitat use is&nbsp;modulated by specific environmental conditions particular to each site that maximize foraging efficiency.</p>
","Journal Article","Mar. Mam. Sci.","","https://bio.acousti.ca/node/53323"
"53324","article","Dolphins simplify their vocal calls in response to increased ambient noise","Fouda, Leila; Wingfield, Jessica E.; Fandel, Amber D.; Garrod, Aran; Hodge, Kristin B.; Rice, Aaron N.; Bailey, Helen","","2018","","Biology Letters","","","","14","10","20180484","","","","","","","","","","","1744-9561","10.1098/rsbl.2018.0484","http://rsbl.royalsocietypublishing.org/lookup/doi/10.1098/rsbl.2018.0484https://syndication.highwire.org/content/doi/10.1098/rsbl.2018.0484","https://bio.acousti.ca/sites/default/files/20180484.full_.pdf","acoustic communication; anthropogenic noise; bottlenose dolphin; vocal modification","<p>Ocean noise varies spatially and temporally and is driven by natural and anthropogenic processes. Increased ambient noise levels can cause signal masking and communication impairment, affecting fitness and recruitment success. However, the effects of increasing ambient noise levels on marine species, such as marine mammals that primarily rely on sound for communication, are not well understood. We investigated the effects of concurrent ambient noise levels on social whistle calls produced by bottlenose dolphins (Tursiops truncatus) in the western North Atlantic. Elevated ambient noise levels were mainly caused by ship noise. Increases in ship noise, both within and below the dolphins&#39; call bandwidth, resulted in higher dolphin whistle frequencies and a reduction in whistle contour complexity, an acoustic feature associated with individual identification. Consequently, the noise-induced simplification of dolphin whistles may reduce the information content in these acoustic signals and decrease effective communication, parent&ndash;offspring proximity or group cohesion.</p>
","Journal Article","Biol. Lett.","","https://bio.acousti.ca/node/53324"
"53325","article","Components of variation in female common cuckoo calls","Deng, Zhuqing; Lloyd, Huw; Xia, Canwei; Liang, Wei; Zhang, Yanyun","","2018","","Behavioural Processes","","","","","","","","","","","","","","","","","03766357","10.1016/j.beproc.2018.10.007","https://linkinghub.elsevier.com/retrieve/pii/S0376635718302997https://api.elsevier.com/content/article/PII:S0376635718302997?httpAccept=text/xmlhttps://api.elsevier.com/content/article/PII:S0376635718302997?httpAccept=text/plain","https://bio.acousti.ca/sites/default/files/1-s2.0-S0376635718302997-main.pdf","acoustic signals; call consistency; common cuckoo; female vocalization; geographical variation; vocal activity","<p>Investigations on bird vocalizations have largely focused on males. Female vocalizations are widespread in birds but few studies have investigated female vocal characteristics, particularly in non-Passeriformes. In this study, we use new field recordings from China, and calls available from an online sound library to examine temporal patterns, call consistency and geographical variation in vocalizations of female common cuckoos Cuculus canorous. The peak in vocal activity (both male and female) was in the morning, which contrasts to what would be predicted if the sole function of the female call was to distract the attention of hosts after parasitizing a host&rsquo;s nest in the afternoon. Both male and female common cuckoos were more vocally active in sunny weather, than rainy weather. We also found larger intra-individual variation in female rather than in male calls, which may benefit female cuckoos by increasing stimulation to host species. Peak frequency of female calls decreased with increased latitude, while differences in female call features were not associated with geographic distance. In summary, our findings that female calls are used in the morning, rather than at peak egg laying, yet are highly variable and show little geographic patterns suggest that the function of these female calls may be more variable and intricate than previously thought. However, because research on female vocalizations is underrepresented, future studies are still needed.</p>
","Journal Article","Behavioural Processes","","https://bio.acousti.ca/node/53325"
"53326","article","Vocal Signals of Sexual Motivation in Male and Female Rodents","Fernández-Vargas, Marcela","","2018","","Current Sexual Health Reports","","","","","","","","","","","","","","","","","1548-3584","10.1007/s11930-018-0179-9","http://link.springer.com/10.1007/s11930-018-0179-9","https://bio.acousti.ca/sites/default/files/Fern%C3%83%C2%A1ndez-Vargas2018_Article_VocalSignalsOfSexualMotivation-2.pdf","bioacoustics; communication; Golden hamsters; House mouse; Nongenomic steroid action; Rats; Rodents; Sex steroids; Sexual behavior; Sexual motivation; Syrian hamsters; Ultrasonic vocalizations","<p>Purpose of the Review</p>
<p>Rodents produce ultrasonic vocalizations (USV) under different social contexts, including courtship and reproduction. The present review aims to summarize the behavioral, bioacoustical, and physiological evidence that USV are reliable signals of sexual motivation in both male and female rodents.</p>
<p>Recent Findings</p>
<p>USV are actively produced by both sexes during sexual interactions, contrary to earlier assumptions. Male-typical and female-typical vocal behaviors can be identified. Calling rates and acoustic parameters, such as call duration, frequency, and energy, can be modulated rapidly over time by motivational state and sexual context. USV produced in response to sexual context could be regulated by the brain on a moment-to-moment basis through non-classical mechanisms of steroid action. Finally, I provide some practical considerations for the acoustic and statistical analyses of these vocal signals.</p>
<p>Summary</p>
<p>USV can be used as signals of sexual motivation in both sexes to study brain and hormonal mechanisms underlying sexual behavior or sexual differentiation.</p>
","Journal Article","Curr Sex Health Rep","","https://bio.acousti.ca/node/53326"
"53327","article","Source localization using a compact tetrahedral array","Potty, Gopu R.; Tripathy, Aditi; Tazawa, Makio; Amaral, Jennifer; Vigness-Raposa, Kathleen J.; Lin, Ying-Tsong; Newhall, Arthur","","2018","","The Journal of the Acoustical Society of America","","","","144","3","1745 - 1745","","","","","","","","","","","0001-4966","10.1121/1.5067739","http://asa.scitation.org/doi/10.1121/1.5067739","","","<p>We localized sound sources collected on a compact tetrahedral hydrophone array in a continental shelf environment south of Block Island, Rhode Island. The tetrahedral array of phones, 0.5 m on a side, was deployed to monitor the underwater sound of construction and operation of the first offshore wind farm in the United States. Signals from shipping and marine mammals, including fin whales, humpback whales, and right whales, were detected on the array. Directions of arrival (DOAs) for a number of signals were computed using a time difference of arrival technique. Given the DOAs, ranges were estimated using supervised machine learning techniques outlined by Niu et al. (JASA, 2017). The approach was tested using simulated data from Kraken assuming environmental information consistent with this continental shelf environment. Performance on signals from individual ships and marine mammals is presented. Ship localizations are compared to Automated Identification System (AIS) fixes. An error analysis is also presented. [Work supported by the Office of Naval Research and the Bureau of Ocean Energy Management.]</p>
","Journal Article","The Journal of the Acoustical Society of America","","https://bio.acousti.ca/node/53327"
"53328","article","From behavior to physiology and back again: The role of auditory cortex in vocal production and control","Eliades, Steven; Tsunada, Joji","","2018","","The Journal of the Acoustical Society of America","","","","144","3","1898 - 1899","","","","","","","","","","","0001-4966","10.1121/1.5068317","http://asa.scitation.org/doi/10.1121/1.5068317","","","<p>Vocal communication plays an important role in the lives of both humans and many animal species. Ensuring accurate communication, however, requires auditory self-monitoring to control vocal production and rapidly compensate for errors in vocal output. Despite the importance of this process, the underlying neural mechanisms are relatively unknown. Previous work has demonstrated that neurons in the auditory cortex are suppressed during vocal production, while simultaneously maintaining their sensitivity to vocal feedback, suggesting a role in auditory self-monitoring. The behavioral role of auditory cortex in vocal control, however, remains unclear. We investigated the function of auditory cortical activity during vocal self-monitoring and feedback-dependant vocal control in marmoset monkeys. Using real-time frequency-shifted feedback during vocalization, we demonstrate that marmosets exhibit rapid compensatory changes in vocal production, a feedback-dependent behavior that is predicted by the activities of neurons in auditory cortex. We further establish the role of auditory cortex in vocal control using electrical microstimulation to evoke rapid changes in produced vocalizations. These findings suggest a causal role for the auditory cortex in vocal self-monitoring and feedback-dependent vocal control, linking mechanisms of production and perception, and have important implications for understanding human speech motor control.</p>
","Journal Article","The Journal of the Acoustical Society of America","","https://bio.acousti.ca/node/53328"
"53329","article","Environmental evidence for a pygmy blue whale aggregation area in the Subtropical Convergence Zone south of Australia","Garcia-Rojas, Maria I.; Jenner, K. Curt S.; Gill, Peter C.; Jenner, Micheline-Nicole M.; Sutton, Alicia L.; McCauley, Robert D.","","2018","","Marine Mammal Science","","","","34","4","901 - 923","","","","","","","","","","","","10.1111/mms.v34.410.1111/mms.12494","http://doi.wiley.com/10.1111/mms.v34.4","https://bio.acousti.ca/sites/default/files/Garcia-Rojas_et_al-2018-Marine_Mammal_Science.pdf","","<p>The importance of the Subtropical Convergence Zone south of Australia as a feeding area to the pygmy blue whale of the eastern Indian Ocean was investigated to better understand migration patterns and habitat use. A combination of satellite tagging studies during 2003&ndash;2005 and acoustic and visual surveys during the austral summer of 2013 confirmed the presence of pygmy blue whales in the Subtropical Convergence Zone and provided evidence for feeding throughout the region. Of the 67 pygmy blue whales acoustically detected, many were localized in proximity to sea surface temperature fronts and high chlorophyll concentrations, which could be a behavioral strategy to attract conspecifics to good feeding sites. Aggregations of up to four pygmy blue whales, along with decreased call rates during the day, may suggest feeding despite no direct observations of pygmy blue whales consuming euphausiids. The oceanographic features present throughout the Subtropical Convergence Zone continue to create an environment productive enough to support the world&#39;s largest living mammals during their migratory foraging movements between the Southern Ocean and Indonesia.</p>
","Journal Article","Mar Mam Sci","","https://bio.acousti.ca/node/53329"
